232.0,137.0,54.0,68.0
228.0,141.0,55.0,65.0
224.0,136.0,57.0,69.0
222.0,134.0,56.0,71.0
220.0,132.0,56.0,71.0
214.0,130.0,60.0,68.0
209.0,126.0,65.0,69.0
208.0,125.0,64.0,65.0
206.0,120.0,66.0,64.0
207.0,114.0,62.0,69.0
204.0,108.0,62.0,70.0
200.0,103.0,63.0,72.0
197.0,100.0,64.0,70.0
194.0,96.0,64.0,72.0
190.0,93.0,66.0,68.0
189.0,92.0,66.0,63.0
189.0,91.0,67.0,63.0
191.0,88.0,60.0,66.0
190.0,87.0,62.0,66.0
190.0,87.0,67.0,66.0
190.0,87.0,64.0,67.0
189.0,87.0,65.0,69.0
189.0,88.0,66.0,66.0
190.0,92.0,66.0,66.0
190.0,94.0,66.0,64.0
192.0,99.0,65.0,65.0
193.0,102.0,64.0,66.0
196.0,107.0,60.0,65.0
196.0,107.0,62.0,68.0
197.0,104.0,62.0,69.0
199.0,102.0,61.0,67.0
198.0,98.0,64.0,69.0
199.0,96.0,64.0,68.0
206.0,89.0,60.0,74.0
204.0,84.0,64.0,73.0
209.0,79.0,60.0,75.0
209.0,75.0,56.0,73.0
210.0,72.0,62.0,74.0
209.0,71.0,67.0,77.0
210.0,74.0,68.0,68.0
211.0,75.0,65.0,66.0
210.0,76.0,67.0,69.0
211.0,79.0,66.0,65.0
212.0,83.0,65.0,68.0
211.0,88.0,65.0,69.0
213.0,92.0,64.0,72.0
214.0,97.0,65.0,72.0
214.0,105.0,64.0,69.0
215.0,111.0,68.0,70.0
216.0,117.0,69.0,74.0
217.0,121.0,69.0,75.0
218.0,122.0,71.0,74.0
222.0,122.0,66.0,73.0
225.0,117.0,65.0,75.0
226.0,112.0,66.0,73.0
228.0,105.0,67.0,72.0
231.0,97.0,63.0,71.0
232.0,91.0,66.0,68.0
236.0,86.0,63.0,64.0
237.0,86.0,63.0,67.0
237.0,86.0,63.0,59.0
237.0,90.0,62.0,64.0
238.0,93.0,66.0,61.0
239.0,98.0,65.0,62.0
239.0,100.0,66.0,63.0
239.0,100.0,66.0,64.0
240.0,100.0,66.0,64.0
240.0,100.0,66.0,68.0
241.0,101.0,66.0,71.0
242.0,100.0,66.0,75.0
242.0,102.0,66.0,70.0
244.0,105.0,66.0,65.0
244.0,109.0,63.0,66.0
247.0,112.0,62.0,68.0
247.0,115.0,62.0,66.0
246.0,113.0,65.0,71.0
