18.0,596.0,105.0,60.0
42.0,600.0,95.0,65.0
66.0,607.0,81.0,61.0
70.0,599.0,107.0,66.0
96.0,596.0,139.0,65.0
109.0,594.0,162.0,66.0
138.0,597.0,153.0,61.0
146.0,593.0,151.0,65.0
180.0,589.0,142.0,62.0
215.0,590.0,148.0,58.0
266.0,592.0,136.0,57.0
300.0,594.0,144.0,57.0
340.0,594.0,127.0,60.0
356.0,592.0,153.0,61.0
400.0,592.0,146.0,56.0
429.0,587.0,147.0,65.0
456.0,589.0,149.0,62.0
476.0,590.0,151.0,65.0
520.0,593.0,143.0,56.0
543.0,592.0,142.0,58.0
567.0,595.0,129.0,52.0
575.0,592.0,140.0,55.0
585.0,589.0,150.0,64.0
607.0,587.0,139.0,64.0
615.0,582.0,154.0,68.0
632.0,552.0,145.0,95.0
654.0,533.0,127.0,109.0
672.0,495.0,104.0,126.0
675.0,489.0,112.0,135.0
703.0,481.0,108.0,130.0
718.0,450.0,107.0,139.0
723.0,426.0,87.0,139.0
715.0,418.0,87.0,116.0
720.0,409.0,85.0,114.0
717.0,396.0,99.0,84.0
727.0,396.0,87.0,81.0
722.0,394.0,74.0,49.0
704.0,391.0,87.0,45.0
691.0,389.0,85.0,40.0
686.0,386.0,83.0,42.0
692.0,380.0,74.0,45.0
681.0,379.0,83.0,46.0
678.0,375.0,81.0,48.0
672.0,376.0,99.0,47.0
668.0,375.0,107.0,45.0
667.0,374.0,109.0,46.0
667.0,374.0,111.0,46.0
666.0,374.0,113.0,46.0
665.0,374.0,114.0,46.0
666.0,374.0,116.0,46.0
674.0,374.0,119.0,46.0
677.0,374.0,126.0,44.0
695.0,376.0,114.0,43.0
708.0,375.0,121.0,42.0
712.0,374.0,128.0,42.0
730.0,370.0,120.0,42.0
734.0,367.0,123.0,50.0
739.0,363.0,118.0,49.0
738.0,363.0,120.0,50.0
738.0,363.0,122.0,51.0
737.0,368.0,124.0,47.0
737.0,367.0,126.0,49.0
738.0,368.0,129.0,44.0
738.0,368.0,131.0,46.0
737.0,368.0,130.0,46.0
746.0,368.0,121.0,47.0
745.0,368.0,123.0,47.0
745.0,368.0,125.0,47.0
745.0,368.0,125.0,46.0
740.0,368.0,124.0,48.0
730.0,368.0,111.0,48.0
712.0,368.0,117.0,48.0
701.0,370.0,115.0,42.0
670.0,370.0,116.0,42.0
653.0,369.0,118.0,43.0
621.0,372.0,115.0,43.0
606.0,369.0,120.0,46.0
578.0,368.0,117.0,48.0
568.0,333.0,118.0,84.0
545.0,331.0,98.0,86.0
494.0,357.0,106.0,50.0
440.0,364.0,107.0,48.0
441.0,361.0,125.0,37.0
463.0,360.0,110.0,54.0
462.0,360.0,118.0,55.0
463.0,362.0,118.0,55.0
463.0,363.0,116.0,53.0
461.0,359.0,121.0,57.0
476.0,359.0,108.0,53.0
485.0,354.0,113.0,56.0
518.0,360.0,121.0,51.0
552.0,364.0,128.0,45.0
617.0,364.0,108.0,50.0
640.0,352.0,115.0,62.0
660.0,319.0,119.0,92.0
680.0,304.0,103.0,104.0
706.0,329.0,125.0,83.0
754.0,348.0,121.0,65.0
786.0,353.0,106.0,63.0
796.0,333.0,98.0,83.0
813.0,326.0,109.0,82.0
824.0,328.0,107.0,81.0
834.0,298.0,91.0,106.0
832.0,284.0,73.0,114.0
822.0,266.0,82.0,117.0
822.0,244.0,78.0,107.0
824.0,240.0,77.0,94.0
828.0,228.0,76.0,83.0
822.0,227.0,76.0,72.0
815.0,223.0,84.0,61.0
801.0,222.0,86.0,44.0
788.0,224.0,82.0,42.0
787.0,224.0,84.0,41.0
792.0,223.0,87.0,38.0
795.0,219.0,96.0,42.0
806.0,220.0,102.0,41.0
825.0,220.0,108.0,42.0
854.0,221.0,87.0,40.0
891.0,213.0,72.0,45.0
902.0,189.0,67.0,67.0
926.0,158.0,66.0,96.0
933.0,152.0,62.0,101.0
929.0,136.0,65.0,64.0
921.0,132.0,63.0,90.0
922.0,130.0,71.0,83.0
928.0,127.0,60.0,77.0
926.0,119.0,60.0,75.0
922.0,113.0,64.0,80.0
913.0,114.0,71.0,59.0
905.0,120.0,74.0,44.0
891.0,120.0,78.0,34.0
874.0,116.0,85.0,36.0
856.0,115.0,94.0,36.0
847.0,117.0,88.0,35.0
819.0,121.0,108.0,30.0
820.0,120.0,94.0,30.0
811.0,120.0,97.0,31.0
799.0,122.0,95.0,30.0
801.0,121.0,76.0,29.0
796.0,123.0,55.0,28.0
782.0,124.0,48.0,26.0
759.0,123.0,64.0,26.0
743.0,124.0,68.0,24.0
727.0,124.0,76.0,24.0
704.0,124.0,91.0,24.0
693.0,124.0,85.0,26.0
692.0,126.0,84.0,22.0
685.0,126.0,88.0,23.0
680.0,127.0,87.0,22.0
677.0,126.0,89.0,24.0
672.0,127.0,93.0,21.0
668.0,127.0,83.0,20.0
666.0,127.0,83.0,20.0
651.0,124.0,92.0,24.0
644.0,122.0,77.0,26.0
620.0,124.0,90.0,23.0
604.0,122.0,81.0,24.0
584.0,120.0,94.0,26.0
580.0,121.0,86.0,25.0
583.0,122.0,83.0,24.0
