160.0,52.0,53.0,177.0
160.0,52.0,53.0,177.0
162.0,47.0,61.0,182.0
162.0,47.0,61.0,182.0
165.0,50.0,68.0,178.0
165.0,50.0,68.0,178.0
169.0,47.0,71.0,179.0
169.0,47.0,71.0,179.0
166.0,48.0,78.0,182.0
166.0,48.0,78.0,182.0
163.0,48.0,80.0,180.0
163.0,48.0,80.0,180.0
158.0,45.0,75.0,183.0
158.0,45.0,75.0,183.0
154.0,47.0,78.0,179.0
154.0,47.0,78.0,179.0
151.0,45.0,78.0,180.0
151.0,45.0,78.0,180.0
148.0,48.0,81.0,175.0
148.0,48.0,81.0,175.0
146.0,48.0,86.0,174.0
146.0,48.0,86.0,174.0
146.0,49.0,84.0,172.0
146.0,49.0,84.0,172.0
145.0,51.0,76.0,169.0
145.0,51.0,76.0,169.0
146.0,52.0,63.0,169.0
146.0,52.0,63.0,169.0
146.0,52.0,50.0,168.0
146.0,52.0,50.0,168.0
146.0,54.0,45.0,165.0
146.0,54.0,45.0,165.0
144.0,57.0,49.0,162.0
144.0,57.0,49.0,162.0
139.0,60.0,53.0,159.0
139.0,60.0,53.0,159.0
136.0,60.0,57.0,158.0
136.0,60.0,57.0,158.0
136.0,60.0,55.0,158.0
136.0,60.0,55.0,158.0
135.0,60.0,59.0,157.0
135.0,60.0,59.0,157.0
134.0,63.0,55.0,155.0
134.0,63.0,55.0,155.0
133.0,64.0,57.0,154.0
133.0,64.0,57.0,154.0
132.0,67.0,59.0,151.0
132.0,67.0,59.0,151.0
132.0,66.0,60.0,152.0
132.0,66.0,60.0,152.0
136.0,68.0,58.0,152.0
136.0,68.0,58.0,152.0
143.0,67.0,60.0,153.0
143.0,67.0,60.0,153.0
143.0,70.0,65.0,153.0
143.0,70.0,65.0,153.0
149.0,66.0,67.0,158.0
149.0,66.0,67.0,158.0
142.0,63.0,83.0,162.0
142.0,63.0,83.0,162.0
142.0,63.0,85.0,164.0
142.0,63.0,85.0,164.0
139.0,62.0,95.0,166.0
139.0,62.0,95.0,166.0
138.0,62.0,100.0,167.0
138.0,62.0,100.0,167.0
136.0,63.0,109.0,168.0
136.0,63.0,109.0,168.0
140.0,60.0,108.0,172.0
140.0,60.0,108.0,172.0
145.0,61.0,103.0,173.0
145.0,61.0,103.0,173.0
159.0,62.0,97.0,172.0
159.0,62.0,97.0,172.0
175.0,62.0,85.0,174.0
175.0,62.0,85.0,174.0
192.0,62.0,73.0,173.0
192.0,62.0,73.0,173.0
203.0,59.0,73.0,177.0
203.0,59.0,73.0,177.0
209.0,55.0,75.0,179.0
209.0,55.0,75.0,179.0
210.0,50.0,79.0,183.0
210.0,50.0,79.0,183.0
216.0,48.0,67.0,185.0
216.0,48.0,67.0,185.0
219.0,47.0,84.0,185.0
219.0,47.0,84.0,185.0
219.0,49.0,85.0,182.0
219.0,49.0,85.0,182.0
217.0,50.0,81.0,180.0
217.0,50.0,81.0,180.0
212.0,54.0,92.0,176.0
212.0,54.0,92.0,176.0
207.0,66.0,104.0,162.0
207.0,66.0,104.0,162.0
191.0,73.0,124.0,155.0
191.0,73.0,124.0,155.0
176.0,80.0,144.0,147.0
176.0,80.0,144.0,147.0
158.0,85.0,164.0,136.0
158.0,85.0,164.0,136.0
152.0,92.0,161.0,129.0
149.0,95.0,163.0,127.0
152.0,96.0,161.0,127.0
153.0,96.0,149.0,126.0
156.0,99.0,143.0,121.0
163.0,100.0,134.0,120.0
165.0,99.0,128.0,121.0
168.0,97.0,108.0,122.0
175.0,96.0,97.0,123.0
180.0,95.0,92.0,125.0
180.0,91.0,93.0,129.0
189.0,92.0,87.0,129.0
195.0,88.0,90.0,133.0
204.0,87.0,86.0,135.0
210.0,84.0,83.0,136.0
213.0,85.0,77.0,136.0
206.0,79.0,82.0,141.0
198.0,78.0,86.0,141.0
188.0,75.0,90.0,142.0
181.0,71.0,104.0,148.0
166.0,57.0,101.0,156.0
158.0,46.0,96.0,163.0
154.0,39.0,93.0,155.0
153.0,27.0,88.0,160.0
152.0,22.0,78.0,155.0
152.0,23.0,71.0,144.0
149.0,19.0,67.0,148.0
143.0,15.0,83.0,153.0
138.0,12.0,81.0,153.0
145.0,10.0,71.0,152.0
144.0,10.0,72.0,158.0
147.0,11.0,70.0,158.0
154.0,10.0,69.0,160.0
154.0,13.0,67.0,158.0
159.0,18.0,65.0,158.0
168.0,29.0,63.0,157.0
170.0,27.0,64.0,162.0
177.0,39.0,62.0,156.0
185.0,39.0,60.0,165.0
194.0,55.0,66.0,158.0
